,Date,Flight name,Source,Destination,Departure_time,Arrival_time,Duration,No of stop,Price
5202,2022-11-24,IndiGo,Delhi,Kolkata,15:10,22:30,7h 20m,1,11834
5203,2022-11-24,Air India,Delhi,Kolkata,21:30,08:05,10h 35m,1,12045
5204,2022-11-24,Air India,Delhi,Kolkata,16:45,08:05,15h 20m,1,12045
5205,2022-11-24,Air India,Delhi,Kolkata,09:45,08:05,22h 20m,1,12045
5206,2022-11-24,Air India,Delhi,Kolkata,07:10,08:05,24h 55m,1,12045
5207,2022-11-24,Air India,Delhi,Kolkata,09:25,16:45,7h 20m,2,12117
5208,2022-11-24,IndiGo,Delhi,Kolkata,19:40,00:50,5h 10m,1,12158
5209,2022-11-24,IndiGo,Delhi,Kolkata,02:10,08:25,6h 15m,1,12412
5210,2022-11-24,IndiGo,Delhi,Kolkata,14:15,20:35,6h 20m,1,12412
5211,2022-11-24,IndiGo,Delhi,Kolkata,02:00,08:50,6h 50m,1,12412
5212,2022-11-24,IndiGo,Delhi,Kolkata,09:50,15:40,5h 50m,1,12937
5213,2022-11-24,Air India,Delhi,Kolkata,18:55,22:20,27h 25m,1,12957
5214,2022-11-24,IndiGo,Delhi,Kolkata,13:40,20:05,6h 25m,1,13042
5215,2022-11-24,Go First,Delhi,Kolkata,17:55,10:00,16h 5m,1,13472
5216,2022-11-24,Air India,Delhi,Kolkata,22:30,08:50,10h 20m,1,13620
5217,2022-11-24,Air India,Delhi,Kolkata,21:20,08:50,11h 30m,1,13620
5218,2022-11-24,Air India,Delhi,Kolkata,20:00,08:50,12h 50m,1,13620
5219,2022-11-24,Air India,Delhi,Kolkata,19:00,08:50,13h 50m,1,13620
5220,2022-11-24,Air India,Delhi,Kolkata,17:50,08:50,15h,1,13620
5221,2022-11-24,Air India,Delhi,Kolkata,14:00,08:50,18h 50m,1,13620
5222,2022-11-24,Air India,Delhi,Kolkata,09:00,08:50,23h 50m,1,13620
5223,2022-11-24,Air India,Delhi,Kolkata,08:00,08:50,24h 50m,1,13620
5224,2022-11-24,Air India,Delhi,Kolkata,07:00,08:50,25h 50m,1,13620
5225,2022-11-24,IndiGo,Delhi,Kolkata,12:55,20:05,7h 10m,1,13672
5226,2022-11-24,Air India,Delhi,Kolkata,05:55,08:50,26h 55m,2,13717
5227,2022-11-24,IndiGo,Delhi,Kolkata,09:55,16:40,6h 45m,1,13882
5228,2022-11-24,Vistara,Delhi,Kolkata,14:20,19:50,5h 30m,1,13883
5229,2022-11-24,Vistara,Delhi,Kolkata,12:50,19:50,7h,1,13883
5230,2022-11-24,Vistara,Delhi,Kolkata,11:40,19:50,8h 10m,1,13883
5231,2022-11-24,Vistara,Delhi,Kolkata,10:20,19:50,9h 30m,1,13883
5232,2022-11-24,Vistara,Delhi,Kolkata,09:30,19:50,10h 20m,1,13883
5233,2022-11-24,Vistara,Delhi,Kolkata,08:50,19:50,11h,1,13883
5234,2022-11-24,Vistara,Delhi,Kolkata,21:40,09:40,12h,1,13883
5235,2022-11-24,Vistara,Delhi,Kolkata,07:30,19:50,12h 20m,1,13883
5236,2022-11-24,Vistara,Delhi,Kolkata,20:40,09:40,13h,1,13883
5237,2022-11-24,Vistara,Delhi,Kolkata,19:45,09:40,13h 55m,1,13883
5238,2022-11-24,Vistara,Delhi,Kolkata,05:45,19:50,14h 5m,1,13883
5239,2022-11-24,Vistara,Delhi,Kolkata,19:00,09:40,14h 40m,1,13883
5240,2022-11-24,Vistara,Delhi,Kolkata,16:45,09:40,16h 55m,1,13883
5241,2022-11-24,Vistara,Delhi,Kolkata,15:30,09:40,18h 10m,1,13883
5242,2022-11-24,Vistara,Delhi,Kolkata,21:40,16:50,19h 10m,1,13883
5243,2022-11-24,Vistara,Delhi,Kolkata,20:40,16:50,20h 10m,1,13883
5244,2022-11-24,Vistara,Delhi,Kolkata,19:45,16:50,21h 5m,1,13883
5245,2022-11-24,Vistara,Delhi,Kolkata,19:00,16:50,21h 50m,1,13883
5246,2022-11-24,Vistara,Delhi,Kolkata,21:40,19:50,22h 10m,1,13883
5247,2022-11-24,Vistara,Delhi,Kolkata,20:40,19:50,23h 10m,1,13883
5248,2022-11-24,Vistara,Delhi,Kolkata,16:45,16:50,24h 5m,1,13883
5249,2022-11-24,Vistara,Delhi,Kolkata,19:45,19:50,24h 5m,1,13883
5250,2022-11-24,Vistara,Delhi,Kolkata,19:00,19:50,24h 50m,1,13883
5251,2022-11-24,Vistara,Delhi,Kolkata,15:30,16:50,25h 20m,1,13883
5252,2022-11-24,Vistara,Delhi,Kolkata,16:45,19:50,27h 5m,1,13883
5253,2022-11-24,Vistara,Delhi,Kolkata,15:30,19:50,28h 20m,1,13883
5254,2022-11-24,IndiGo,Delhi,Kolkata,07:45,12:40,4h 55m,1,14092
5255,2022-11-24,IndiGo,Delhi,Kolkata,06:40,13:15,6h 35m,1,14092
5256,2022-11-24,Air India,Delhi,Kolkata,14:30,08:50,18h 20m,2,14145
5257,2022-11-24,Vistara,Delhi,Kolkata,10:20,16:50,6h 30m,1,14198
5258,2022-11-24,Vistara,Delhi,Kolkata,09:30,16:50,7h 20m,1,14198
5259,2022-11-24,Vistara,Delhi,Kolkata,08:50,16:50,8h,1,14198
5260,2022-11-24,Vistara,Delhi,Kolkata,07:30,16:50,9h 20m,1,14198
5261,2022-11-24,Vistara,Delhi,Kolkata,05:45,16:50,11h 5m,1,14198
5262,2022-11-24,IndiGo,Delhi,Kolkata,06:30,12:40,6h 10m,1,14354
5263,2022-11-24,IndiGo,Delhi,Kolkata,05:25,12:40,7h 15m,1,14354
5264,2022-11-24,Vistara,Delhi,Kolkata,07:20,19:50,12h 30m,2,14453
5265,2022-11-24,Vistara,Delhi,Kolkata,17:45,09:40,15h 55m,1,14723
5266,2022-11-24,Vistara,Delhi,Kolkata,17:45,16:50,23h 5m,1,14723
5267,2022-11-24,Vistara,Delhi,Kolkata,17:45,19:50,26h 5m,1,14723
5268,2022-11-24,Air India,Delhi,Kolkata,20:40,10:40,14h,1,15195
5269,2022-11-24,Air India,Delhi,Kolkata,16:10,10:40,18h 30m,1,15195
5270,2022-11-24,Air India,Delhi,Kolkata,09:45,10:40,24h 55m,1,15195
5271,2022-11-24,Air India,Delhi,Kolkata,05:45,10:40,28h 55m,1,15195
5272,2022-11-24,Vistara,Delhi,Kolkata,11:00,19:50,8h 50m,2,15655
5273,2022-11-24,Air India,Delhi,Kolkata,05:30,10:45,29h 15m,2,18522
5274,2022-11-24,Air India,Delhi,Kolkata,08:25,08:50,24h 25m,2,18912
5275,2022-11-24,IndiGo,Delhi,Kolkata,10:55,18:10,7h 15m,1,20602
5276,2022-11-24,Air India,Delhi,Kolkata,04:55,08:50,27h 55m,2,21254
5277,2022-11-24,Air India,Delhi,Kolkata,17:50,23:50,6h,1,22545
5278,2022-11-24,Air India,Delhi,Kolkata,14:00,23:50,9h 50m,1,22545
5279,2022-11-24,Air India,Delhi,Kolkata,10:00,23:50,13h 50m,1,22545
5280,2022-11-24,Air India,Delhi,Kolkata,09:00,23:50,14h 50m,1,22545
5281,2022-11-24,Air India,Delhi,Kolkata,08:00,23:50,15h 50m,1,22545
5282,2022-11-24,Air India,Delhi,Kolkata,07:00,23:50,16h 50m,1,22545
5283,2022-11-24,Air India,Delhi,Kolkata,14:30,23:50,9h 20m,2,23070
5284,2022-11-28,IndiGo,Delhi,Kolkata,06:45,11:05,4h 20m,1,5954
5285,2022-11-28,IndiGo,Delhi,Kolkata,17:15,22:55,5h 40m,1,5954
5286,2022-11-28,IndiGo,Delhi,Kolkata,06:30,12:40,6h 10m,1,5954
5287,2022-11-28,IndiGo,Delhi,Kolkata,02:10,08:25,6h 15m,1,5954
5288,2022-11-28,IndiGo,Delhi,Kolkata,14:15,20:35,6h 20m,1,5954
5289,2022-11-28,IndiGo,Delhi,Kolkata,06:40,13:15,6h 35m,1,5954
5290,2022-11-28,IndiGo,Delhi,Kolkata,09:55,16:35,6h 40m,1,5954
5291,2022-11-28,IndiGo,Delhi,Kolkata,02:00,08:50,6h 50m,1,5954
5292,2022-11-28,IndiGo,Delhi,Kolkata,15:35,22:25,6h 50m,1,5954
5293,2022-11-28,IndiGo,Delhi,Kolkata,09:55,16:55,7h,1,5954
5294,2022-11-28,IndiGo,Delhi,Kolkata,14:55,19:40,4h 45m,1,6920
5295,2022-11-28,IndiGo,Delhi,Kolkata,13:40,20:05,6h 25m,1,6920
5296,2022-11-28,IndiGo,Delhi,Kolkata,06:30,13:10,6h 40m,1,6920
5297,2022-11-28,Go First,Delhi,Kolkata,05:50,08:00,2h 10m,Non,7001
5298,2022-11-28,Go First,Delhi,Kolkata,02:40,09:40,7h,1,7003
5299,2022-11-28,Go First,Delhi,Kolkata,22:30,10:00,11h 30m,1,7003
5300,2022-11-28,Go First,Delhi,Kolkata,10:45,22:40,11h 55m,2,7003
5301,2022-11-28,Go First,Delhi,Kolkata,21:45,10:00,12h 15m,1,7003
5302,2022-11-28,Go First,Delhi,Kolkata,20:45,10:00,13h 15m,1,7003
5303,2022-11-28,Go First,Delhi,Kolkata,05:45,22:40,16h 55m,1,7003
5304,2022-11-28,SpiceJet,Delhi,Kolkata,05:45,07:45,2h,Non,7003
5305,2022-11-28,SpiceJet,Delhi,Kolkata,20:35,22:50,2h 15m,Non,7003
5306,2022-11-28,SpiceJet,Delhi,Kolkata,13:05,10:40,21h 35m,1,7003
5307,2022-11-28,SpiceJet,Delhi,Kolkata,09:25,10:40,25h 15m,1,7003
5308,2022-11-28,IndiGo,Delhi,Kolkata,05:35,07:35,2h,Non,7004
5309,2022-11-28,IndiGo,Delhi,Kolkata,19:00,21:00,2h,Non,7004
5310,2022-11-28,IndiGo,Delhi,Kolkata,23:55,02:05,2h 10m,Non,7004
5311,2022-11-28,IndiGo,Delhi,Kolkata,12:20,14:30,2h 10m,Non,7004
5312,2022-11-28,IndiGo,Delhi,Kolkata,15:30,17:40,2h 10m,Non,7004
5313,2022-11-28,IndiGo,Delhi,Kolkata,17:30,19:40,2h 10m,Non,7004
5314,2022-11-28,IndiGo,Delhi,Kolkata,09:00,11:10,2h 10m,Non,7004
5315,2022-11-28,IndiGo,Delhi,Kolkata,21:10,23:20,2h 10m,Non,7004
5316,2022-11-28,IndiGo,Delhi,Kolkata,20:30,22:40,2h 10m,Non,7004
5317,2022-11-28,IndiGo,Delhi,Kolkata,10:00,12:10,2h 10m,Non,7004
5318,2022-11-28,IndiGo,Delhi,Kolkata,07:00,09:15,2h 15m,Non,7004
5319,2022-11-28,Vistara,Delhi,Kolkata,06:30,08:20,1h 50m,Non,7005
5320,2022-11-28,Vistara,Delhi,Kolkata,07:30,09:35,2h 5m,Non,7005
5321,2022-11-28,Vistara,Delhi,Kolkata,17:25,19:35,2h 10m,Non,7005
5322,2022-11-28,Vistara,Delhi,Kolkata,15:45,18:05,2h 20m,Non,7005
5323,2022-11-28,Air India,Delhi,Kolkata,20:15,22:25,2h 10m,Non,7005
5324,2022-11-28,Air India,Delhi,Kolkata,06:50,09:05,2h 15m,Non,7005
5325,2022-11-28,Vistara,Delhi,Kolkata,20:30,22:45,2h 15m,Non,7268
5326,2022-11-28,Air India,Delhi,Kolkata,16:45,19:00,2h 15m,Non,7530
5327,2022-11-28,IndiGo,Delhi,Kolkata,03:00,05:10,2h 10m,Non,7739
5328,2022-11-28,IndiGo,Delhi,Kolkata,01:55,07:50,5h 55m,1,7886
5329,2022-11-28,IndiGo,Delhi,Kolkata,16:45,23:15,6h 30m,1,7886
5330,2022-11-28,IndiGo,Delhi,Kolkata,09:55,16:40,6h 45m,1,7886
5331,2022-11-28,IndiGo,Delhi,Kolkata,10:55,18:10,7h 15m,1,7886
5332,2022-11-28,IndiGo,Delhi,Kolkata,16:05,20:30,4h 25m,1,8000
5333,2022-11-28,IndiGo,Delhi,Kolkata,13:55,20:30,6h 35m,1,8000
5334,2022-11-28,IndiGo,Delhi,Kolkata,14:30,19:45,5h 15m,1,8002
5335,2022-11-28,IndiGo,Delhi,Kolkata,14:30,21:40,7h 10m,1,8002
5336,2022-11-28,Air Asia,Delhi,Kolkata,07:15,12:30,5h 15m,1,8078
5337,2022-11-28,IndiGo,Delhi,Kolkata,06:10,11:10,5h,1,8159
5338,2022-11-28,Air India,Delhi,Kolkata,12:10,14:30,2h 20m,Non,8160
5339,2022-11-28,IndiGo,Delhi,Kolkata,10:10,17:25,7h 15m,1,8368
5340,2022-11-28,IndiGo,Delhi,Kolkata,05:00,11:50,6h 50m,1,8852
5341,2022-11-28,Air Asia,Delhi,Kolkata,10:35,15:35,5h,1,8950
5342,2022-11-28,Air Asia,Delhi,Kolkata,10:35,21:05,10h 30m,1,8950
5343,2022-11-28,Air Asia,Delhi,Kolkata,20:20,08:10,11h 50m,1,8950
5344,2022-11-28,Air Asia,Delhi,Kolkata,15:00,02:30,11h 30m,1,9115
5345,2022-11-28,IndiGo,Delhi,Kolkata,12:30,19:40,7h 10m,1,9262
5346,2022-11-28,IndiGo,Delhi,Kolkata,13:55,19:55,6h,1,9961
5347,2022-11-28,IndiGo,Delhi,Kolkata,11:45,18:45,7h,1,9999
5348,2022-11-28,Air India,Delhi,Kolkata,09:25,09:15,23h 50m,1,10050
5349,2022-11-28,Air India,Delhi,Kolkata,09:25,15:30,6h 5m,1,10470
5350,2022-11-28,Air Asia,Delhi,Kolkata,04:10,21:05,16h 55m,2,10862
5351,2022-11-28,Air India,Delhi,Kolkata,09:25,17:00,7h 35m,1,11205
5352,2022-11-28,Vistara,Delhi,Kolkata,21:20,09:40,12h 20m,2,11308
5353,2022-11-28,Air Asia,Delhi,Kolkata,07:10,15:15,8h 5m,2,11576
5354,2022-11-28,Air India,Delhi,Kolkata,16:45,08:05,15h 20m,1,12045
5355,2022-11-28,Air India,Delhi,Kolkata,09:45,08:05,22h 20m,1,12045
5356,2022-11-28,Air India,Delhi,Kolkata,07:10,08:05,24h 55m,1,12045
5357,2022-11-28,IndiGo,Delhi,Kolkata,14:45,20:45,6h,1,12214
5358,2022-11-28,IndiGo,Delhi,Kolkata,09:50,15:40,5h 50m,1,12569
5359,2022-11-28,IndiGo,Delhi,Kolkata,13:25,20:30,7h 5m,1,12569
5360,2022-11-28,Air India,Delhi,Kolkata,09:25,16:45,7h 20m,2,12642
5361,2022-11-28,Go First,Delhi,Kolkata,06:30,15:50,9h 20m,1,12672
5362,2022-11-28,Air India,Delhi,Kolkata,21:30,08:05,10h 35m,1,12885
5363,2022-11-28,Air India,Delhi,Kolkata,18:55,22:20,27h 25m,1,12957
5364,2022-11-28,Go First,Delhi,Kolkata,11:10,15:50,4h 40m,1,12989
5365,2022-11-28,Vistara,Delhi,Kolkata,18:00,09:40,15h 40m,2,13177
5366,2022-11-28,Vistara,Delhi,Kolkata,14:20,19:50,5h 30m,1,13620
5367,2022-11-28,Vistara,Delhi,Kolkata,12:50,19:50,7h,1,13620
5368,2022-11-28,Vistara,Delhi,Kolkata,11:40,19:50,8h 10m,1,13620
5369,2022-11-28,Vistara,Delhi,Kolkata,10:20,19:50,9h 30m,1,13620
5370,2022-11-28,Vistara,Delhi,Kolkata,21:40,09:40,12h,1,13620
5371,2022-11-28,Vistara,Delhi,Kolkata,20:40,09:40,13h,1,13620
5372,2022-11-28,Vistara,Delhi,Kolkata,19:45,09:40,13h 55m,1,13620
5373,2022-11-28,Vistara,Delhi,Kolkata,19:00,09:40,14h 40m,1,13620
5374,2022-11-28,Vistara,Delhi,Kolkata,17:45,09:40,15h 55m,1,13620
5375,2022-11-28,Vistara,Delhi,Kolkata,16:45,09:40,16h 55m,1,13620
5376,2022-11-28,Vistara,Delhi,Kolkata,15:30,09:40,18h 10m,1,13620
5377,2022-11-28,Vistara,Delhi,Kolkata,21:40,19:50,22h 10m,1,13620
5378,2022-11-28,Vistara,Delhi,Kolkata,20:40,19:50,23h 10m,1,13620
5379,2022-11-28,Vistara,Delhi,Kolkata,19:45,19:50,24h 5m,1,13620
5380,2022-11-28,Vistara,Delhi,Kolkata,19:00,19:50,24h 50m,1,13620
5381,2022-11-28,Vistara,Delhi,Kolkata,17:45,19:50,26h 5m,1,13620
5382,2022-11-28,Vistara,Delhi,Kolkata,16:45,19:50,27h 5m,1,13620
5383,2022-11-28,Vistara,Delhi,Kolkata,15:30,19:50,28h 20m,1,13620
5384,2022-11-28,Air India,Delhi,Kolkata,22:30,08:50,10h 20m,1,13620
5385,2022-11-28,Air India,Delhi,Kolkata,21:20,08:50,11h 30m,1,13620
5386,2022-11-28,Air India,Delhi,Kolkata,20:00,08:50,12h 50m,1,13620
5387,2022-11-28,Air India,Delhi,Kolkata,10:00,23:50,13h 50m,1,13620
5388,2022-11-28,Air India,Delhi,Kolkata,19:00,08:50,13h 50m,1,13620
5389,2022-11-28,Air India,Delhi,Kolkata,09:00,23:50,14h 50m,1,13620
5390,2022-11-28,Air India,Delhi,Kolkata,08:00,23:50,15h 50m,1,13620
5391,2022-11-28,Air India,Delhi,Kolkata,07:00,23:50,16h 50m,1,13620
5392,2022-11-28,Air India,Delhi,Kolkata,09:00,08:50,23h 50m,1,13620
5393,2022-11-28,Air India,Delhi,Kolkata,08:00,08:50,24h 50m,1,13620
5394,2022-11-28,Air India,Delhi,Kolkata,07:00,08:50,25h 50m,1,13620
5395,2022-11-28,Go First,Delhi,Kolkata,17:55,10:00,16h 5m,1,13788
5396,2022-11-28,IndiGo,Delhi,Kolkata,12:55,20:05,7h 10m,1,13829
5397,2022-11-28,IndiGo,Delhi,Kolkata,19:40,00:50,5h 10m,1,13838
5398,2022-11-28,Vistara,Delhi,Kolkata,10:20,16:50,6h 30m,1,13883
5399,2022-11-28,Vistara,Delhi,Kolkata,21:40,16:50,19h 10m,1,13883
5400,2022-11-28,Vistara,Delhi,Kolkata,20:40,16:50,20h 10m,1,13883
5401,2022-11-28,Vistara,Delhi,Kolkata,19:45,16:50,21h 5m,1,13883
5402,2022-11-28,Vistara,Delhi,Kolkata,19:00,16:50,21h 50m,1,13883
5403,2022-11-28,Vistara,Delhi,Kolkata,17:45,16:50,23h 5m,1,13883
5404,2022-11-28,Vistara,Delhi,Kolkata,16:45,16:50,24h 5m,1,13883
5405,2022-11-28,Vistara,Delhi,Kolkata,15:30,16:50,25h 20m,1,13883
5406,2022-11-28,Vistara,Delhi,Kolkata,09:30,19:50,10h 20m,1,14040
5407,2022-11-28,Vistara,Delhi,Kolkata,08:50,19:50,11h,1,14040
5408,2022-11-28,Air India,Delhi,Kolkata,14:30,23:50,9h 20m,2,14145
5409,2022-11-28,Air India,Delhi,Kolkata,14:00,23:50,9h 50m,1,14145
5410,2022-11-28,Air India,Delhi,Kolkata,14:30,08:50,18h 20m,2,14145
5411,2022-11-28,Air India,Delhi,Kolkata,14:00,08:50,18h 50m,1,14145
5412,2022-11-28,Vistara,Delhi,Kolkata,09:30,16:50,7h 20m,1,14303
5413,2022-11-28,Vistara,Delhi,Kolkata,08:50,16:50,8h,1,14303
5414,2022-11-28,IndiGo,Delhi,Kolkata,14:40,20:35,5h 55m,1,14407
5415,2022-11-28,Vistara,Delhi,Kolkata,05:45,19:50,14h 5m,1,14460
5416,2022-11-28,IndiGo,Delhi,Kolkata,07:25,13:15,5h 50m,1,14512
5417,2022-11-28,Air India,Delhi,Kolkata,16:10,10:40,18h 30m,1,14670
5418,2022-11-28,Air India,Delhi,Kolkata,05:45,10:40,28h 55m,1,14670
5419,2022-11-28,Vistara,Delhi,Kolkata,05:45,16:50,11h 5m,1,14723
5420,2022-11-28,Air India,Delhi,Kolkata,04:55,08:50,27h 55m,2,14817
5421,2022-11-28,Air India,Delhi,Kolkata,04:55,23:50,42h 55m,2,14817
5422,2022-11-28,Vistara,Delhi,Kolkata,07:30,19:50,12h 20m,1,14985
5423,2022-11-28,Air India,Delhi,Kolkata,20:40,10:40,14h,1,15195
5424,2022-11-28,Air India,Delhi,Kolkata,09:45,10:40,24h 55m,1,15195
5425,2022-11-28,Vistara,Delhi,Kolkata,07:30,16:50,9h 20m,1,15248
5426,2022-11-28,Vistara,Delhi,Kolkata,07:20,19:50,12h 30m,2,15749
5427,2022-11-28,Air India,Delhi,Kolkata,11:20,23:50,36h 30m,2,15834
5428,2022-11-28,Air India,Delhi,Kolkata,08:25,08:50,24h 25m,2,17337
5429,2022-11-28,Air India,Delhi,Kolkata,08:25,23:50,39h 25m,2,17337
5430,2022-11-28,Vistara,Delhi,Kolkata,11:00,19:50,8h 50m,2,17715
5431,2022-12-09,IndiGo,Delhi,Kolkata,02:10,08:25,6h 15m,1,5954
5432,2022-12-09,IndiGo,Delhi,Kolkata,09:55,16:35,6h 40m,1,5954
5433,2022-12-09,IndiGo,Delhi,Kolkata,02:00,08:50,6h 50m,1,5954
5434,2022-12-09,IndiGo,Delhi,Kolkata,09:55,16:55,7h,1,5954
5435,2022-12-09,IndiGo,Delhi,Kolkata,06:20,11:50,5h 30m,1,6920
5436,2022-12-09,IndiGo,Delhi,Kolkata,06:30,13:10,6h 40m,1,6920
5437,2022-12-09,IndiGo,Delhi,Kolkata,05:00,11:50,6h 50m,1,6920
5438,2022-12-09,SpiceJet,Delhi,Kolkata,05:45,07:45,2h,Non,7003
5439,2022-12-09,IndiGo,Delhi,Kolkata,05:35,07:35,2h,Non,7004
5440,2022-12-09,IndiGo,Delhi,Kolkata,12:20,14:30,2h 10m,Non,7004
5441,2022-12-09,IndiGo,Delhi,Kolkata,10:00,12:10,2h 10m,Non,7004
5442,2022-12-09,IndiGo,Delhi,Kolkata,20:30,22:40,2h 10m,Non,7004
5443,2022-12-09,IndiGo,Delhi,Kolkata,07:00,09:15,2h 15m,Non,7004
5444,2022-12-09,Air India,Delhi,Kolkata,20:15,22:25,2h 10m,Non,7005
5445,2022-12-09,Air India,Delhi,Kolkata,06:50,09:05,2h 15m,Non,7005
5446,2022-12-09,SpiceJet,Delhi,Kolkata,20:35,22:50,2h 15m,Non,7213
5447,2022-12-09,Vistara,Delhi,Kolkata,15:55,18:05,2h 10m,Non,7268
5448,2022-12-09,Go First,Delhi,Kolkata,05:50,08:00,2h 10m,Non,7319
5449,2022-12-09,IndiGo,Delhi,Kolkata,17:30,19:40,2h 10m,Non,7372
5450,2022-12-09,IndiGo,Delhi,Kolkata,09:00,11:10,2h 10m,Non,7372
5451,2022-12-09,IndiGo,Delhi,Kolkata,15:30,17:40,2h 10m,Non,7372
5452,2022-12-09,Air India,Delhi,Kolkata,16:45,19:00,2h 15m,Non,7530
5453,2022-12-09,IndiGo,Delhi,Kolkata,19:00,21:00,2h,Non,7739
5454,2022-12-09,IndiGo,Delhi,Kolkata,22:50,01:00,2h 10m,Non,7739
5455,2022-12-09,IndiGo,Delhi,Kolkata,14:40,20:35,5h 55m,1,7886
5456,2022-12-09,IndiGo,Delhi,Kolkata,06:40,13:15,6h 35m,1,7886
5457,2022-12-09,IndiGo,Delhi,Kolkata,10:10,17:25,7h 15m,1,8000
5458,2022-12-09,SpiceJet,Delhi,Kolkata,13:05,10:40,21h 35m,1,8159
5459,2022-12-09,SpiceJet,Delhi,Kolkata,09:25,10:40,25h 15m,1,8159
5460,2022-12-09,IndiGo,Delhi,Kolkata,03:00,05:10,2h 10m,Non,8159
5461,2022-12-09,Air India,Delhi,Kolkata,12:10,14:30,2h 20m,Non,8160
5462,2022-12-09,IndiGo,Delhi,Kolkata,17:05,21:40,4h 35m,1,8458
5463,2022-12-09,Air Asia,Delhi,Kolkata,07:15,12:30,5h 15m,1,8499
5464,2022-12-09,IndiGo,Delhi,Kolkata,17:15,22:55,5h 40m,1,8852
5465,2022-12-09,IndiGo,Delhi,Kolkata,09:55,16:40,6h 45m,1,8852
5466,2022-12-09,IndiGo,Delhi,Kolkata,16:15,23:35,7h 20m,1,8852
5467,2022-12-09,Vistara,Delhi,Kolkata,06:15,08:20,2h 5m,Non,8895
5468,2022-12-09,Vistara,Delhi,Kolkata,07:30,09:35,2h 5m,Non,8895
5469,2022-12-09,Vistara,Delhi,Kolkata,20:30,22:45,2h 15m,Non,8895
5470,2022-12-09,Air Asia,Delhi,Kolkata,20:20,08:10,11h 50m,1,8950
5471,2022-12-09,IndiGo,Delhi,Kolkata,06:10,11:10,5h,1,9052
5472,2022-12-09,IndiGo,Delhi,Kolkata,13:55,20:30,6h 35m,1,9052
5473,2022-12-09,Air Asia,Delhi,Kolkata,10:35,15:35,5h,1,9115
5474,2022-12-09,Air Asia,Delhi,Kolkata,10:35,21:05,10h 30m,1,9115
5475,2022-12-09,Air Asia,Delhi,Kolkata,15:00,02:30,11h 30m,1,9115
5476,2022-12-09,IndiGo,Delhi,Kolkata,16:05,20:30,4h 25m,1,9209
5477,2022-12-09,IndiGo,Delhi,Kolkata,14:30,19:45,5h 15m,1,9372
5478,2022-12-09,IndiGo,Delhi,Kolkata,14:30,21:40,7h 10m,1,9372
5479,2022-12-09,Vistara,Delhi,Kolkata,17:30,19:35,2h 5m,Non,9630
5480,2022-12-09,IndiGo,Delhi,Kolkata,15:10,22:30,7h 20m,1,9818
5481,2022-12-09,IndiGo,Delhi,Kolkata,14:55,19:40,4h 45m,1,10049
5482,2022-12-09,Air India,Delhi,Kolkata,09:25,09:15,23h 50m,1,10050
5483,2022-12-09,Air India,Delhi,Kolkata,09:25,17:00,7h 35m,1,10470
5484,2022-12-09,Air Asia,Delhi,Kolkata,07:10,15:15,8h 5m,2,10474
5485,2022-12-09,IndiGo,Delhi,Kolkata,12:30,19:40,7h 10m,1,10732
5486,2022-12-09,IndiGo,Delhi,Kolkata,13:55,19:55,6h,1,10801
5487,2022-12-09,Air Asia,Delhi,Kolkata,04:10,21:05,16h 55m,2,10862
5488,2022-12-09,Air India,Delhi,Kolkata,11:15,16:45,5h 30m,1,10962
5489,2022-12-09,IndiGo,Delhi,Kolkata,15:35,22:25,6h 50m,1,11178
5490,2022-12-09,Air India,Delhi,Kolkata,16:45,08:05,15h 20m,1,11520
5491,2022-12-09,Go First,Delhi,Kolkata,05:45,22:40,16h 55m,1,12026
5492,2022-12-09,Air India,Delhi,Kolkata,09:45,08:05,22h 20m,1,12045
5493,2022-12-09,Air India,Delhi,Kolkata,07:10,08:05,24h 55m,1,12045
5494,2022-12-09,IndiGo,Delhi,Kolkata,11:45,18:45,7h,1,12057
5495,2022-12-09,Air India,Delhi,Kolkata,09:25,16:45,7h 20m,2,12117
5496,2022-12-09,IndiGo,Delhi,Kolkata,09:50,15:40,5h 50m,1,12202
5497,2022-12-09,IndiGo,Delhi,Kolkata,06:10,12:40,6h 30m,1,12309
5498,2022-12-09,IndiGo,Delhi,Kolkata,13:25,20:30,7h 5m,1,12412
5499,2022-12-09,IndiGo,Delhi,Kolkata,18:25,01:25,7h,1,12569
5500,2022-12-09,Go First,Delhi,Kolkata,06:30,15:50,9h 20m,1,12672
5501,2022-12-09,IndiGo,Delhi,Kolkata,07:55,12:40,4h 45m,1,12727
5502,2022-12-09,Air India,Delhi,Kolkata,21:30,08:05,10h 35m,1,12885
5503,2022-12-09,Air India,Delhi,Kolkata,18:55,22:20,27h 25m,1,12957
5504,2022-12-09,Go First,Delhi,Kolkata,11:10,15:50,4h 40m,1,12989
5505,2022-12-09,Air India,Delhi,Kolkata,22:30,08:50,10h 20m,1,13620
5506,2022-12-09,Air India,Delhi,Kolkata,20:00,08:50,12h 50m,1,13620
5507,2022-12-09,Air India,Delhi,Kolkata,09:00,23:50,14h 50m,1,13620
5508,2022-12-09,Air India,Delhi,Kolkata,08:00,23:50,15h 50m,1,13620
5509,2022-12-09,Air India,Delhi,Kolkata,07:00,23:50,16h 50m,1,13620
5510,2022-12-09,Air India,Delhi,Kolkata,09:00,08:50,23h 50m,1,13620
5511,2022-12-09,Air India,Delhi,Kolkata,08:00,08:50,24h 50m,1,13620
